llavemod,dictamen,score_final,dti_ratio,dti_clasificacion,reglas_activadas,n_reglas,n_compensaciones,errores_validacion
385103101,RECHAZADO,18,0.3,MODERADO,R002|R006,2,0,
385201103,RECHAZADO,41,0.3,MODERADO,,0,0,
385304101,RECHAZADO,28,0.3,MODERADO,R004|R005,2,0,
385405101,RECHAZADO,13,0.3,MODERADO,R004,1,0,
385501102,APROBADO,81,0.3,MODERADO,R001|R012,2,1,
385603102,RECHAZADO,50,0.3,MODERADO,R012,1,1,
385707101,RECHAZADO,32,0.3,MODERADO,R005|R010,2,0,
385813101,APROBADO,100,0.3,MODERADO,R001|R005|R006|R012,4,1,
385902101,RECHAZADO,56,0.3,MODERADO,R012,1,1,
386011101,RECHAZADO,12,0.3,MODERADO,R004,1,0,
386101101,APROBADO,94,0.3,MODERADO,R001|R005|R012,3,1,
386205104,RECHAZADO,39,0.3,MODERADO,,0,0,
386301102,RECHAZADO,9,0.3,MODERADO,R002,1,0,
386419101,RECHAZADO,0,0.3,MODERADO,R002|R010,2,0,
386501101,APROBADO,94,0.3,MODERADO,R001|R005|R010|R012,4,1,
386603101,APROBADO,85,0.3,MODERADO,R001|R005,2,0,
386703104,RECHAZADO,26,0.3,MODERADO,R004|R005,2,0,
386815102,RECHAZADO,58,0.3,MODERADO,R012,1,1,
386904101,RECHAZADO,58,0.3,MODERADO,R005|R012,2,1,
387004101,RECHAZADO,56,0.3,MODERADO,R005,1,0,
387104101,APROBADO,96,0.3,MODERADO,R001|R005|R015,3,1,
387205101,APROBADO,86,0.3,MODERADO,R001|R005|R012,3,1,
387303102,REVISION_MANUAL,67,0.3,MODERADO,R005|R012,2,1,
387420102,RECHAZADO,45,0.3,MODERADO,R012,1,1,
387502101,RECHAZADO,28,0.3,MODERADO,R004|R005,2,0,
387604102,RECHAZADO,22,0.3,MODERADO,R004|R012,2,1,
387704103,RECHAZADO,35,0.3,MODERADO,R009|R012,2,1,
387801101,REVISION_MANUAL,64,0.3,MODERADO,R005|R015,2,1,
387907102,APROBADO,89,0.3,MODERADO,R001|R005|R012,3,1,
388004101,APROBADO,100,0.3,MODERADO,R001|R005|R012,3,1,
388115104,RECHAZADO,0,0.3,MODERADO,R004|R009,2,0,
388201102,RECHAZADO,39,0.3,MODERADO,R004|R005|R012,3,1,
388301101,RECHAZADO,50,0.3,MODERADO,R012,1,1,
388405102,RECHAZADO,53,0.3,MODERADO,R012,1,1,
388503102,RECHAZADO,25,0.3,MODERADO,R009,1,0,
388615101,RECHAZADO,10,0.3,MODERADO,R004,1,0,
388704105,RECHAZADO,7,0.3,MODERADO,R004|R009|R012,3,1,
388801102,RECHAZADO,0,0.3,MODERADO,R002|R006|R010,3,0,
388905102,RECHAZADO,25,0.3,MODERADO,R002|R005,2,0,
389001101,RECHAZADO,53,0.3,MODERADO,R012,1,1,
389114101,RECHAZADO,0,0.3,MODERADO,R004|R010,2,0,
389205103,REVISION_MANUAL,70,0.3,MODERADO,R001,1,0,
389301102,APROBADO,87,0.3,MODERADO,R001|R012,2,1,
389420101,RECHAZADO,39,0.3,MODERADO,,0,0,
389502101,APROBADO,81,0.3,MODERADO,R005|R012|R015,3,2,
389605102,RECHAZADO,29,0.3,MODERADO,,0,0,
389718102,RECHAZADO,13,0.3,MODERADO,R009,1,0,
389803103,APROBADO,92,0.3,MODERADO,R001|R012,2,1,
389905101,APROBADO,100,0.3,MODERADO,R001|R005|R012,3,1,
390004101,REVISION_MANUAL,74,0.3,MODERADO,R001|R005,2,0,
390119101,RECHAZADO,26,0.3,MODERADO,R004|R005,2,0,
390201102,APROBADO,100,0.3,MODERADO,R001|R005|R012,3,1,
390310102,RECHAZADO,37,0.3,MODERADO,R004|R005|R012,3,1,
390403101,RECHAZADO,55,0.3,MODERADO,R012,1,1,
390504102,RECHAZADO,11,0.3,MODERADO,R004,1,0,
390604101,RECHAZADO,59,0.3,MODERADO,R001|R004|R012,3,1,
390704101,RECHAZADO,0,0.3,MODERADO,R004|R010,2,0,
390801102,RECHAZADO,9,0.3,MODERADO,R004|R010|R012,3,1,
390911101,RECHAZADO,49,0.3,MODERADO,R012,1,1,
391006101,RECHAZADO,27,0.3,MODERADO,R004|R005,2,0,
391105104,RECHAZADO,49,0.3,MODERADO,R012,1,1,
391201101,RECHAZADO,0,0.3,MODERADO,R002,1,0,
391301101,RECHAZADO,27,0.3,MODERADO,R004|R005,2,0,
391301201,RECHAZADO,49,0.3,MODERADO,R012,1,1,
391301302,RECHAZADO,31,0.3,MODERADO,,0,0,
391404101,RECHAZADO,42,0.3,MODERADO,,0,0,
391518102,RECHAZADO,17,0.3,MODERADO,R010,1,0,
391605101,APROBADO,100,0.3,MODERADO,R001|R005|R012|R015,4,2,
391703101,RECHAZADO,19,0.3,MODERADO,R002|R005,2,0,
391819101,RECHAZADO,53,0.3,MODERADO,R005,1,0,
391901104,REVISION_MANUAL,65,0.3,MODERADO,R001|R010|R012,3,1,
392014103,RECHAZADO,54,0.3,MODERADO,R005|R009|R012,3,1,
392104101,RECHAZADO,31,0.3,MODERADO,R002|R005|R015,3,1,
392205102,RECHAZADO,25,0.3,MODERADO,R004|R012,2,1,
392311102,RECHAZADO,29,0.3,MODERADO,,0,0,
392403103,RECHAZADO,27,0.3,MODERADO,R010,1,0,
392518102,RECHAZADO,12,0.3,MODERADO,R004,1,0,
392601102,RECHAZADO,29,0.3,MODERADO,,0,0,
392704101,RECHAZADO,23,0.3,MODERADO,R004|R005,2,0,
392804101,APROBADO,96,0.3,MODERADO,R001|R005|R015,3,1,
392903101,RECHAZADO,53,0.3,MODERADO,R005,1,0,
393011101,RECHAZADO,10,0.3,MODERADO,R004,1,0,
393101101,APROBADO,100,0.3,MODERADO,R001|R005|R012,3,1,
393203101,RECHAZADO,45,0.3,MODERADO,R005,1,0,
393305102,APROBADO,90,0.3,MODERADO,R001|R012,2,1,
393403101,APROBADO,100,0.3,MODERADO,R001|R005|R012|R015,4,2,
393514102,RECHAZADO,46,0.3,MODERADO,R005,1,0,
393604102,RECHAZADO,12,0.3,MODERADO,R004,1,0,
393701101,REVISION_MANUAL,64,0.3,MODERADO,R005|R012,2,1,
393803101,RECHAZADO,27,0.3,MODERADO,,0,0,
393902101,APROBADO,100,0.3,MODERADO,R001|R003|R005|R012,4,1,
394019101,RECHAZADO,30,0.3,MODERADO,R002|R003,2,0,
394109102,RECHAZADO,0,0.3,MODERADO,R004|R010,2,0,
394203101,RECHAZADO,40,0.3,MODERADO,R001|R004,2,0,
394314101,RECHAZADO,45,0.3,MODERADO,R005,1,0,
394417101,APROBADO,97,0.3,MODERADO,R001|R005|R012,3,1,
394503101,REVISION_MANUAL,66,0.3,MODERADO,R005|R012,2,1,
394601101,RECHAZADO,13,0.3,MODERADO,R004,1,0,
394704101,APROBADO,100,0.3,MODERADO,R001|R003|R005|R012|R015,5,2,
394803103,REVISION_MANUAL,71,0.3,MODERADO,R001,1,0,
394902102,RECHAZADO,24,0.3,MODERADO,R004|R012,2,1,
395005104,RECHAZADO,15,0.3,MODERADO,R004,1,0,
395109102,RECHAZADO,0,0.3,MODERADO,R004|R010,2,0,
395212102,RECHAZADO,43,0.3,MODERADO,R012,1,1,
395303101,APROBADO,84,0.3,MODERADO,R001|R012,2,1,
395404101,RECHAZADO,45,0.3,MODERADO,R005,1,0,
395404203,RECHAZADO,7,0.3,MODERADO,R004|R009|R012,3,1,
395505101,RECHAZADO,51,0.3,MODERADO,R012,1,1,
395601101,RECHAZADO,28,0.3,MODERADO,R004|R012,2,1,
395704101,RECHAZADO,30,0.3,MODERADO,R005|R010,2,0,
395812101,RECHAZADO,24,0.3,MODERADO,R004|R012,2,1,
395918101,RECHAZADO,10,0.3,MODERADO,R004,1,0,
396012102,RECHAZADO,57,0.3,MODERADO,R001|R004|R005,3,0,
396108102,RECHAZADO,0,0.3,MODERADO,R004|R010,2,0,
396202101,REVISION_MANUAL,67,0.3,MODERADO,R005|R012,2,1,
396314101,RECHAZADO,32,0.3,MODERADO,R005|R010,2,0,
396412101,RECHAZADO,28,0.3,MODERADO,R004|R005,2,0,
396504101,APROBADO,100,0.3,MODERADO,R001|R005|R012|R015,4,2,
396609102,APROBADO,82,0.3,MODERADO,R001|R012,2,1,
396709101,RECHAZADO,26,0.3,MODERADO,R004|R005,2,0,
396803102,REVISION_MANUAL,77,0.3,MODERADO,R001|R012,2,1,
396901109,RECHAZADO,35,0.3,MODERADO,R010|R012,2,1,
397014101,RECHAZADO,55,0.3,MODERADO,R005|R012,2,1,
397105104,RECHAZADO,57,0.3,MODERADO,R001,1,0,
397213102,RECHAZADO,29,0.3,MODERADO,,0,0,
397303104,RECHAZADO,11,0.3,MODERADO,R004,1,0,
397416101,RECHAZADO,58,0.3,MODERADO,R001|R004|R005,3,0,
397502101,RECHAZADO,21,0.3,MODERADO,R002|R005,2,0,
397604102,RECHAZADO,13,0.3,MODERADO,R004,1,0,
397705101,APROBADO,96,0.3,MODERADO,R001|R005|R015,3,1,
397817101,RECHAZADO,59,0.3,MODERADO,R005|R012,2,1,
397910101,RECHAZADO,8,0.3,MODERADO,R004,1,0,
398002101,RECHAZADO,58,0.3,MODERADO,R012,1,1,
398104102,RECHAZADO,25,0.3,MODERADO,R004|R012,2,1,
398203102,APROBADO,86,0.3,MODERADO,R001|R005,2,0,
398301102,RECHAZADO,5,0.3,MODERADO,R002,1,0,
398412101,RECHAZADO,28,0.3,MODERADO,R004|R005,2,0,
398505101,APROBADO,80,0.3,MODERADO,R001|R012,2,1,
398601102,RECHAZADO,15,0.3,MODERADO,R004,1,0,
398701105,RECHAZADO,26,0.3,MODERADO,,0,0,
398803101,APROBADO,100,0.3,MODERADO,R001|R005|R012|R015,4,2,
398919102,RECHAZADO,27,0.3,MODERADO,,0,0,
399004101,APROBADO,100,0.3,MODERADO,R001|R005|R012|R015,4,2,
399105103,RECHAZADO,54,0.3,MODERADO,R001|R004|R012,3,1,
399202101,APROBADO,100,0.3,MODERADO,R001|R005|R012,3,1,
399302104,RECHAZADO,23,0.3,MODERADO,R004|R005,2,0,
399403101,RECHAZADO,45,0.3,MODERADO,R012,1,1,
399503102,RECHAZADO,40,0.3,MODERADO,,0,0,
399602103,RECHAZADO,8,0.3,MODERADO,R004|R009|R012,3,1,
399715102,RECHAZADO,36,0.3,MODERADO,R004|R005|R012,3,1,
399805103,RECHAZADO,22,0.3,MODERADO,R004|R012,2,1,
399903102,RECHAZADO,41,0.3,MODERADO,,0,0,
400011103,RECHAZADO,25,0.3,MODERADO,R009,1,0,
400107104,RECHAZADO,56,0.3,MODERADO,R001|R009,2,0,
400204101,REVISION_MANUAL,64,0.3,MODERADO,R005|R012,2,1,
400304101,APROBADO,100,0.3,MODERADO,R001|R005|R012,3,1,
400403102,RECHAZADO,37,0.3,MODERADO,,0,0,
400505101,RECHAZADO,31,0.3,MODERADO,,0,0,
400601103,RECHAZADO,7,0.3,MODERADO,R002,1,0,
400702101,REVISION_MANUAL,67,0.3,MODERADO,R005|R012,2,1,
400805103,RECHAZADO,30,0.3,MODERADO,R002|R005,2,0,
400905101,RECHAZADO,6,0.3,MODERADO,R002,1,0,
401003102,RECHAZADO,0,0.3,MODERADO,R004|R009,2,0,
401108102,RECHAZADO,12,0.3,MODERADO,R004,1,0,
401202101,RECHAZADO,31,0.3,MODERADO,,0,0,
401303101,APROBADO,84,0.3,MODERADO,R001|R005|R012,3,1,
401414102,RECHAZADO,32,0.3,MODERADO,R005|R010,2,0,
401501101,RECHAZADO,41,0.3,MODERADO,R012,1,1,
401617101,RECHAZADO,27,0.3,MODERADO,R004|R005,2,0,
401704101,REVISION_MANUAL,67,0.3,MODERADO,R005|R012,2,1,
401804102,RECHAZADO,55,0.3,MODERADO,R001|R004|R012,3,1,
401915101,RECHAZADO,33,0.3,MODERADO,,0,0,
402003104,RECHAZADO,25,0.3,MODERADO,R004|R012,2,1,
402105101,APROBADO,99,0.3,MODERADO,R001|R005|R012,3,1,
402217101,RECHAZADO,55,0.3,MODERADO,R001|R004|R012,3,1,
402303103,RECHAZADO,47,0.3,MODERADO,R001|R009,2,0,
402416103,RECHAZADO,38,0.3,MODERADO,,0,0,
402502101,RECHAZADO,38,0.3,MODERADO,R004|R005|R012,3,1,
402603101,RECHAZADO,11,0.3,MODERADO,R004,1,0,
402704102,RECHAZADO,32,0.3,MODERADO,R002|R005,2,0,
402808101,RECHAZADO,47,0.3,MODERADO,R005,1,0,
402901101,APROBADO,100,0.3,MODERADO,R001|R005|R012|R015,4,2,
403001101,APROBADO,96,0.3,MODERADO,R001|R005|R015,3,1,
403104102,RECHAZADO,32,0.3,MODERADO,R002|R005,2,0,
403204103,RECHAZADO,10,0.3,MODERADO,R004|R009|R012,3,1,
403318102,RECHAZADO,28,0.3,MODERADO,R004|R005,2,0,
403418101,APROBADO,100,0.3,MODERADO,R001|R005|R012|R015,4,2,
403511101,RECHAZADO,28,0.3,MODERADO,R004|R005,2,0,
403603101,RECHAZADO,41,0.3,MODERADO,,0,0,
403704101,RECHAZADO,46,0.3,MODERADO,R005,1,0,
403805102,RECHAZADO,38,0.3,MODERADO,,0,0,
403905101,RECHAZADO,12,0.3,MODERADO,R004,1,0,
404003102,RECHAZADO,56,0.3,MODERADO,R001|R004|R012,3,1,
404105102,RECHAZADO,57,0.3,MODERADO,R005,1,0,
404105201,RECHAZADO,6,0.3,MODERADO,R002,1,0,
404202102,RECHAZADO,40,0.3,MODERADO,,0,0,
404302101,RECHAZADO,1,0.3,MODERADO,R004|R009,2,0,
404402104,RECHAZADO,56,0.3,MODERADO,R001|R009|R012,3,1,
404502103,RECHAZADO,23,0.3,MODERADO,R004|R005,2,0,
404603106,RECHAZADO,55,0.3,MODERADO,R012,1,1,
404702101,RECHAZADO,41,0.3,MODERADO,,0,0,
404801106,RECHAZADO,30,0.3,MODERADO,,0,0,
404905102,RECHAZADO,52,0.3,MODERADO,R001|R004|R012,3,1,
405003101,RECHAZADO,9,0.3,MODERADO,R002|R005,2,0,
405111103,RECHAZADO,38,0.3,MODERADO,,0,0,
405203101,RECHAZADO,8,0.3,MODERADO,R002|R005|R010,3,0,
405317105,RECHAZADO,13,0.3,MODERADO,R009|R010,2,0,
405410101,RECHAZADO,49,0.3,MODERADO,R012,1,1,
405503101,RECHAZADO,44,0.3,MODERADO,R012,1,1,
405612101,REVISION_MANUAL,71,0.3,MODERADO,R001,1,0,
405703102,RECHAZADO,22,0.3,MODERADO,R004|R012,2,1,
405803101,APROBADO,90,0.3,MODERADO,R001|R012,2,1,
405902101,APROBADO,87,0.3,MODERADO,R001|R012,2,1,
406005102,REVISION_MANUAL,73,0.3,MODERADO,R001|R005,2,0,
406111102,REVISION_MANUAL,70,0.3,MODERADO,R001,1,0,
406203101,RECHAZADO,50,0.3,MODERADO,R012,1,1,
406303104,RECHAZADO,15,0.3,MODERADO,R009,1,0,
406405102,RECHAZADO,11,0.3,MODERADO,R002,1,0,
406505102,RECHAZADO,46,0.3,MODERADO,R005,1,0,
406610101,RECHAZADO,56,0.3,MODERADO,R005,1,0,
406705101,RECHAZADO,35,0.3,MODERADO,R004|R005|R012,3,1,
406817101,RECHAZADO,52,0.3,MODERADO,R005,1,0,
406904101,REVISION_MANUAL,68,0.3,MODERADO,R005|R012,2,1,
407001101,RECHAZADO,11,0.3,MODERADO,R002|R005,2,0,
407113103,RECHAZADO,27,0.3,MODERADO,R010,1,0,
407203101,RECHAZADO,40,0.3,MODERADO,,0,0,
407317101,RECHAZADO,32,0.3,MODERADO,R005|R010,2,0,
407412101,RECHAZADO,48,0.3,MODERADO,R005,1,0,
407504102,RECHAZADO,46,0.3,MODERADO,R004|R005|R012,3,1,
407605101,RECHAZADO,41,0.3,MODERADO,,0,0,
407701103,RECHAZADO,35,0.3,MODERADO,R002|R005,2,0,
407803101,RECHAZADO,15,0.3,MODERADO,R004,1,0,
407918103,RECHAZADO,39,0.3,MODERADO,,0,0,
408003101,RECHAZADO,27,0.3,MODERADO,R004|R005,2,0,
408003202,RECHAZADO,12,0.3,MODERADO,R004,1,0,
408003301,RECHAZADO,17,0.3,MODERADO,R010,1,0,
408103102,REVISION_MANUAL,76,0.3,MODERADO,R005|R012,2,1,
408203101,RECHAZADO,28,0.3,MODERADO,R004|R005,2,0,
408303101,RECHAZADO,11,0.3,MODERADO,R004,1,0,
408405106,REVISION_MANUAL,73,0.3,MODERADO,R001|R009|R012,3,1,
408505101,RECHAZADO,45,0.3,MODERADO,R005,1,0,
408605101,REVISION_MANUAL,60,0.3,MODERADO,R001|R004|R005,3,0,
408711106,RECHAZADO,38,0.3,MODERADO,R010|R012,2,1,
408803102,RECHAZADO,28,0.3,MODERADO,R004|R005,2,0,
408905102,RECHAZADO,57,0.3,MODERADO,R001|R010,2,0,
409001101,REVISION_MANUAL,76,0.3,MODERADO,R001|R012,2,1,
409108101,RECHAZADO,25,0.3,MODERADO,R004|R012,2,1,
409205102,RECHAZADO,10,0.3,MODERADO,R002,1,0,
409304101,REVISION_MANUAL,68,0.3,MODERADO,R001|R004|R005|R012,4,1,
409401103,RECHAZADO,52,0.3,MODERADO,R001|R004|R012,3,1,
409508101,RECHAZADO,56,0.3,MODERADO,R005|R012,2,1,
409605102,RECHAZADO,42,0.3,MODERADO,R001|R004,2,0,
409703102,RECHAZADO,57,0.3,MODERADO,R001|R004|R012,3,1,
409801101,RECHAZADO,40,0.3,MODERADO,,0,0,
409905101,RECHAZADO,31,0.3,MODERADO,,0,0,
410005102,APROBADO,84,0.3,MODERADO,R001|R012,2,1,
410102101,RECHAZADO,55,0.3,MODERADO,R005,1,0,
410203101,RECHAZADO,28,0.3,MODERADO,R004|R005,2,0,
410301101,REVISION_MANUAL,73,0.3,MODERADO,R001|R004|R005|R012,4,1,
410419102,RECHAZADO,12,0.3,MODERADO,R004,1,0,
410504101,RECHAZADO,30,0.3,MODERADO,,0,0,
410604101,RECHAZADO,33,0.3,MODERADO,,0,0,
410703102,APROBADO,95,0.3,MODERADO,R001|R005|R012,3,1,
410801101,APROBADO,100,0.3,MODERADO,R001|R005|R012|R015,4,2,
410902103,RECHAZADO,50,0.3,MODERADO,R012,1,1,
411019103,RECHAZADO,16,0.3,MODERADO,R009,1,0,
411104101,APROBADO,92,0.3,MODERADO,R001|R012,2,1,
411203102,RECHAZADO,22,0.3,MODERADO,R004|R012,2,1,
411303102,RECHAZADO,22,0.3,MODERADO,R004|R012,2,1,
411303202,RECHAZADO,32,0.3,MODERADO,,0,0,
411404101,REVISION_MANUAL,74,0.3,MODERADO,R001|R012,2,1,
411508101,RECHAZADO,28,0.3,MODERADO,R004|R005,2,0,
411601102,APROBADO,82,0.3,MODERADO,R001|R012,2,1,
411701101,RECHAZADO,15,0.3,MODERADO,R002,1,0,
411805102,REVISION_MANUAL,70,0.3,MODERADO,R001|R004|R005|R012,4,1,
411918101,RECHAZADO,54,0.3,MODERADO,R001|R004|R005|R010|R012,5,1,
412002102,RECHAZADO,43,0.3,MODERADO,,0,0,
412109101,RECHAZADO,28,0.3,MODERADO,R004|R005,2,0,
412202101,REVISION_MANUAL,62,0.3,MODERADO,R012,1,1,
412301103,RECHAZADO,10,0.3,MODERADO,R004,1,0,
412404101,RECHAZADO,57,0.3,MODERADO,R001|R010,2,0,
412504101,RECHAZADO,30,0.3,MODERADO,,0,0,
412605101,REVISION_MANUAL,69,0.3,MODERADO,R001|R004|R005|R012,4,1,
412712102,RECHAZADO,53,0.3,MODERADO,R005|R012,2,1,
412803103,REVISION_MANUAL,68,0.3,MODERADO,R001|R010|R012,3,1,
412903101,APROBADO,94,0.3,MODERADO,R001|R005|R015,3,1,
413004101,RECHAZADO,45,0.3,MODERADO,R005,1,0,
413101101,REVISION_MANUAL,68,0.3,MODERADO,R005|R012,2,1,
413201101,APROBADO,100,0.3,MODERADO,R001|R005|R012,3,1,
413303102,APROBADO,84,0.3,MODERADO,R001|R012,2,1,
413414102,RECHAZADO,14,0.3,MODERADO,R004|R005|R010,3,0,
413513103,RECHAZADO,8,0.3,MODERADO,R004|R009|R012,3,1,
413602102,APROBADO,80,0.3,MODERADO,R001|R006,2,0,
413701102,RECHAZADO,31,0.3,MODERADO,,0,0,
413817101,RECHAZADO,44,0.3,MODERADO,R005,1,0,
413916101,REVISION_MANUAL,75,0.3,MODERADO,R001|R005,2,0,
414001101,APROBADO,95,0.3,MODERADO,R005|R012|R015,3,2,
414114101,REVISION_MANUAL,71,0.3,MODERADO,R001|R004|R005|R012,4,1,
414201101,RECHAZADO,58,0.3,MODERADO,R001,1,0,
414304101,APROBADO,100,0.3,MODERADO,R001|R005|R006|R012,4,1,
414401101,RECHAZADO,46,0.3,MODERADO,R005,1,0,
414504101,RECHAZADO,45,0.3,MODERADO,R005,1,0,
414601101,APROBADO,100,0.3,MODERADO,R001|R005|R012,3,1,
414701101,RECHAZADO,13,0.3,MODERADO,R004,1,0,
414701201,RECHAZADO,38,0.3,MODERADO,,0,0,
414818101,REVISION_MANUAL,70,0.3,MODERADO,R001,1,0,
414902101,RECHAZADO,53,0.3,MODERADO,R012,1,1,
415002101,REVISION_MANUAL,70,0.3,MODERADO,R005|R012,2,1,
415101101,APROBADO,94,0.3,MODERADO,R001|R005|R012,3,1,
415217101,RECHAZADO,20,0.3,MODERADO,R004|R012,2,1,
415301102,APROBADO,86,0.3,MODERADO,R001|R012,2,1,
415403102,RECHAZADO,0,0.3,MODERADO,R002|R004|R005,3,0,
415506102,RECHAZADO,39,0.3,MODERADO,,0,0,
415605101,APROBADO,86,0.3,MODERADO,R001|R005,2,0,
415701102,RECHAZADO,42,0.3,MODERADO,R001|R004|R005|R010,4,0,
415814102,APROBADO,96,0.3,MODERADO,R001|R005|R012,3,1,
415910101,RECHAZADO,15,0.3,MODERADO,R004,1,0,
416004101,RECHAZADO,27,0.3,MODERADO,R002|R005,2,0,
416101101,RECHAZADO,30,0.3,MODERADO,,0,0,
416203101,RECHAZADO,53,0.3,MODERADO,R012,1,1,
416304101,APROBADO,84,0.3,MODERADO,R001|R005,2,0,
416404101,RECHAZADO,12,0.3,MODERADO,R004,1,0,
416502104,APROBADO,82,0.3,MODERADO,R001|R006,2,0,
416601101,RECHAZADO,41,0.3,MODERADO,,0,0,
416716102,RECHAZADO,10,0.3,MODERADO,R004,1,0,
416805101,RECHAZADO,48,0.3,MODERADO,R012,1,1,
416912101,RECHAZADO,46,0.3,MODERADO,R005|R010|R012,3,1,
417003101,RECHAZADO,53,0.3,MODERADO,R012,1,1,
417102101,RECHAZADO,38,0.3,MODERADO,R002|R005,2,0,
417201101,RECHAZADO,40,0.3,MODERADO,R005,1,0,
417303101,RECHAZADO,12,0.3,MODERADO,R004,1,0,
417401101,APROBADO,100,0.3,MODERADO,R001|R005|R012|R015,4,2,
417516101,RECHAZADO,21,0.3,MODERADO,R002|R005,2,0,
417603101,RECHAZADO,13,0.3,MODERADO,R004,1,0,
417705101,RECHAZADO,41,0.3,MODERADO,R004|R005|R012,3,1,
417805102,RECHAZADO,28,0.3,MODERADO,R004|R012,2,1,
417902102,RECHAZADO,12,0.3,MODERADO,R004,1,0,
418020101,RECHAZADO,54,0.3,MODERADO,R012,1,1,
418118101,RECHAZADO,48,0.3,MODERADO,R012,1,1,
418205102,APROBADO,87,0.3,MODERADO,R001|R012,2,1,
418304101,RECHAZADO,55,0.3,MODERADO,R005,1,0,
418402102,REVISION_MANUAL,72,0.3,MODERADO,R005|R012,2,1,
418504103,RECHAZADO,0,0.3,MODERADO,R004|R009,2,0,
418602102,RECHAZADO,24,0.3,MODERADO,R004|R012,2,1,
418707101,RECHAZADO,0,0.3,MODERADO,R004|R010,2,0,
418816103,RECHAZADO,27,0.3,MODERADO,,0,0,
418902102,RECHAZADO,12,0.3,MODERADO,R002,1,0,
419009102,RECHAZADO,32,0.3,MODERADO,,0,0,
419104103,RECHAZADO,52,0.3,MODERADO,R012,1,1,
419204104,RECHAZADO,9,0.3,MODERADO,R004|R010|R012,3,1,
419304101,RECHAZADO,49,0.3,MODERADO,R012,1,1,
419417101,RECHAZADO,29,0.3,MODERADO,,0,0,
419502103,REVISION_MANUAL,70,0.3,MODERADO,R001|R004|R005|R012,4,1,
419601101,RECHAZADO,22,0.3,MODERADO,R004|R012,2,1,
419702101,APROBADO,100,0.3,MODERADO,R001|R005|R012|R015,4,2,
419820102,RECHAZADO,46,0.3,MODERADO,R005,1,0,
419905102,APROBADO,93,0.3,MODERADO,R003|R005|R012,3,1,
420003101,APROBADO,99,0.3,MODERADO,R001|R003|R005|R010|R012,5,1,
420105102,RECHAZADO,13,0.3,MODERADO,R004,1,0,
420105201,RECHAZADO,45,0.3,MODERADO,R005,1,0,
420203102,RECHAZADO,52,0.3,MODERADO,R012,1,1,
420315101,RECHAZADO,29,0.3,MODERADO,,0,0,
420418101,RECHAZADO,12,0.3,MODERADO,R004,1,0,
420502102,RECHAZADO,25,0.3,MODERADO,R004|R012,2,1,
420612101,RECHAZADO,50,0.3,MODERADO,R012,1,1,
420705101,RECHAZADO,50,0.3,MODERADO,R012,1,1,
420816101,REVISION_MANUAL,61,0.3,MODERADO,R001,1,0,
420911102,RECHAZADO,11,0.3,MODERADO,R004,1,0,
421002102,RECHAZADO,52,0.3,MODERADO,R001|R004|R012,3,1,
421105102,RECHAZADO,28,0.3,MODERADO,R004|R005,2,0,
421201101,RECHAZADO,27,0.3,MODERADO,R004|R005,2,0,
421302101,RECHAZADO,28,0.3,MODERADO,R002|R005,2,0,
421401101,RECHAZADO,13,0.3,MODERADO,R004,1,0,
421505101,APROBADO,96,0.3,MODERADO,R001|R005|R015,3,1,
421602101,RECHAZADO,47,0.3,MODERADO,R005,1,0,
421705105,APROBADO,82,0.3,MODERADO,R001|R012,2,1,
421801103,RECHAZADO,29,0.3,MODERADO,,0,0,
421909101,RECHAZADO,28,0.3,MODERADO,R004|R005,2,0,
422004102,RECHAZADO,38,0.3,MODERADO,,0,0,
422110101,REVISION_MANUAL,61,0.3,MODERADO,R001,1,0,
422202102,RECHAZADO,56,0.3,MODERADO,R005|R012,2,1,
422314102,RECHAZADO,41,0.3,MODERADO,,0,0,
422419107,RECHAZADO,41,0.3,MODERADO,R005,1,0,
422505101,RECHAZADO,38,0.3,MODERADO,,0,0,
422603101,RECHAZADO,54,0.3,MODERADO,R012,1,1,
422703101,REVISION_MANUAL,69,0.3,MODERADO,R001|R010|R012,3,1,
422802101,RECHAZADO,39,0.3,MODERADO,,0,0,
422904101,RECHAZADO,0,0.3,MODERADO,R002|R004|R005,3,0,
423008101,REVISION_MANUAL,75,0.3,MODERADO,R001|R005,2,0,
423105102,RECHAZADO,6,0.3,MODERADO,R002,1,0,
423203101,RECHAZADO,40,0.3,MODERADO,,0,0,
423303102,RECHAZADO,52,0.3,MODERADO,R012,1,1,
423415102,RECHAZADO,38,0.3,MODERADO,R001|R004,2,0,
423504101,APROBADO,93,0.3,MODERADO,R001|R006|R012,3,1,
423604101,RECHAZADO,30,0.3,MODERADO,,0,0,
423705101,APROBADO,96,0.3,MODERADO,R001|R005|R012,3,1,
423803101,RECHAZADO,23,0.3,MODERADO,R002|R005,2,0,
423911101,REVISION_MANUAL,71,0.3,MODERADO,R001|R004|R005|R012,4,1,
424013103,APROBADO,82,0.3,MODERADO,R001|R012,2,1,
424103101,RECHAZADO,30,0.3,MODERADO,,0,0,
424201101,RECHAZADO,21,0.3,MODERADO,R002|R005|R006,3,0,
424307112,RECHAZADO,17,0.3,MODERADO,R010,1,0,
424409102,RECHAZADO,29,0.3,MODERADO,,0,0,
424505102,RECHAZADO,33,0.3,MODERADO,R002|R005|R015,3,1,
424603101,RECHAZADO,28,0.3,MODERADO,R004|R005,2,0,
424703101,RECHAZADO,51,0.3,MODERADO,R005,1,0,
