llavemod,dictamen,score_final,dti_ratio,dti_clasificacion,reglas_activadas,n_reglas,n_compensaciones,errores_validacion
101101,APROBADO,85,0.3,MODERADO,R001|R012,2,1,
210101,APROBADO,100,0.3,MODERADO,R001|R005|R012|R015,4,2,
303102,RECHAZADO,38,0.3,MODERADO,R009|R012,2,1,
401101,APROBADO,100,0.3,MODERADO,R001|R005|R012|R015,4,2,
503101,RECHAZADO,38,0.3,MODERADO,,0,0,
603102,RECHAZADO,54,0.3,MODERADO,R005,1,0,
704101,RECHAZADO,0,0.3,MODERADO,R004|R010,2,0,
803102,RECHAZADO,50,0.3,MODERADO,R012,1,1,
904102,RECHAZADO,40,0.3,MODERADO,,0,0,
1004101,RECHAZADO,51,0.3,MODERADO,R012,1,1,
1102102,RECHAZADO,12,0.3,MODERADO,R004,1,0,
1201102,RECHAZADO,10,0.3,MODERADO,R004,1,0,
1303104,RECHAZADO,44,0.3,MODERADO,R001|R009,2,0,
1408102,RECHAZADO,45,0.3,MODERADO,R005,1,0,
1504101,RECHAZADO,33,0.3,MODERADO,,0,0,
1609104,RECHAZADO,36,0.3,MODERADO,,0,0,
1704101,RECHAZADO,0,0.3,MODERADO,R002|R004,2,0,
1816102,RECHAZADO,15,0.3,MODERADO,R004,1,0,
1904105,RECHAZADO,12,0.3,MODERADO,R004,1,0,
2008101,RECHAZADO,58,0.3,MODERADO,R005|R012,2,1,
2105101,APROBADO,95,0.3,MODERADO,R001|R005|R012,3,1,
2205103,RECHAZADO,0,0.3,MODERADO,R002|R004,2,0,
2318101,RECHAZADO,43,0.3,MODERADO,,0,0,
2413101,RECHAZADO,55,0.3,MODERADO,R005,1,0,
2502101,REVISION_MANUAL,71,0.3,MODERADO,R001|R004|R005|R012,4,1,
2601101,RECHAZADO,39,0.3,MODERADO,,0,0,
2601201,RECHAZADO,30,0.3,MODERADO,,0,0,
2701101,RECHAZADO,23,0.3,MODERADO,R002|R006,2,0,
2805101,RECHAZADO,29,0.3,MODERADO,,0,0,
2920101,APROBADO,97,0.3,MODERADO,R001|R005|R012,3,1,
3001104,RECHAZADO,26,0.3,MODERADO,R004|R012,2,1,
3102103,RECHAZADO,29,0.3,MODERADO,,0,0,
3209102,RECHAZADO,13,0.3,MODERADO,R004,1,0,
3316101,RECHAZADO,54,0.3,MODERADO,R005,1,0,
3403102,APROBADO,81,0.3,MODERADO,R001|R012,2,1,
3504103,REVISION_MANUAL,71,0.3,MODERADO,R003|R005|R010|R012,4,1,
3603101,RECHAZADO,41,0.3,MODERADO,R004|R005|R012,3,1,
3704102,RECHAZADO,39,0.3,MODERADO,R012,1,1,
3804101,REVISION_MANUAL,65,0.3,MODERADO,R005|R012,2,1,
3903102,REVISION_MANUAL,72,0.3,MODERADO,R001|R012,2,1,
4014101,RECHAZADO,27,0.3,MODERADO,R004|R005,2,0,
4102102,REVISION_MANUAL,71,0.3,MODERADO,R001,1,0,
4215101,RECHAZADO,28,0.3,MODERADO,,0,0,
4315102,RECHAZADO,27,0.3,MODERADO,R004|R012,2,1,
4405101,RECHAZADO,12,0.3,MODERADO,R004,1,0,
4511101,RECHAZADO,26,0.3,MODERADO,R004|R005,2,0,
4604101,APROBADO,87,0.3,MODERADO,R001|R005|R012,3,1,
4705101,RECHAZADO,13,0.3,MODERADO,R004,1,0,
4815101,RECHAZADO,30,0.3,MODERADO,,0,0,
4901104,RECHAZADO,0,0.3,MODERADO,R004|R010,2,0,
5004102,RECHAZADO,55,0.3,MODERADO,R012,1,1,
5101101,RECHAZADO,27,0.3,MODERADO,R004|R005,2,0,
5205102,RECHAZADO,42,0.3,MODERADO,R012,1,1,
5305101,APROBADO,97,0.3,MODERADO,R001|R005|R012,3,1,
5410102,RECHAZADO,39,0.3,MODERADO,,0,0,
5519102,RECHAZADO,13,0.3,MODERADO,R004,1,0,
5606102,RECHAZADO,13,0.3,MODERADO,R004,1,0,
5704101,REVISION_MANUAL,78,0.3,MODERADO,R005|R012,2,1,
5805101,APROBADO,100,0.3,MODERADO,R001|R012,2,1,
5909101,RECHAZADO,41,0.3,MODERADO,R005,1,0,
6004102,APROBADO,85,0.3,MODERADO,R001|R005,2,0,
6103101,APROBADO,83,0.3,MODERADO,R001|R012,2,1,
6214101,APROBADO,96,0.3,MODERADO,R001|R006|R012,3,1,
6316102,REVISION_MANUAL,72,0.3,MODERADO,R001|R005,2,0,
6403101,APROBADO,100,0.3,MODERADO,R001|R006|R012,3,1,
6519102,RECHAZADO,43,0.3,MODERADO,R001|R004,2,0,
6614104,RECHAZADO,12,0.3,MODERADO,R004,1,0,
6705101,RECHAZADO,10,0.3,MODERADO,R002|R005,2,0,
6804102,RECHAZADO,11,0.3,MODERADO,R004,1,0,
6903101,REVISION_MANUAL,73,0.3,MODERADO,R001|R005,2,0,
7003101,RECHAZADO,8,0.3,MODERADO,R004,1,0,
7103101,REVISION_MANUAL,73,0.3,MODERADO,R001|R005,2,0,
7215102,APROBADO,89,0.3,MODERADO,R001|R012,2,1,
7302101,RECHAZADO,54,0.3,MODERADO,R001|R004|R012,3,1,
7402103,APROBADO,100,0.3,MODERADO,R001|R005|R012,3,1,
7501102,RECHAZADO,55,0.3,MODERADO,R012,1,1,
7615101,RECHAZADO,14,0.3,MODERADO,R004,1,0,
7718103,RECHAZADO,0,0.3,MODERADO,R004|R010,2,0,
7803101,RECHAZADO,54,0.3,MODERADO,R012,1,1,
7912101,RECHAZADO,6,0.3,MODERADO,R002,1,0,
8009101,RECHAZADO,42,0.3,MODERADO,R005,1,0,
8111101,RECHAZADO,41,0.3,MODERADO,,0,0,
8203101,REVISION_MANUAL,72,0.3,MODERADO,R001,1,0,
8301101,APROBADO,89,0.3,MODERADO,R001|R012,2,1,
8402102,APROBADO,91,0.3,MODERADO,R001|R012,2,1,
8520103,RECHAZADO,17,0.3,MODERADO,R010,1,0,
8604101,RECHAZADO,26,0.3,MODERADO,R004|R005,2,0,
8717101,APROBADO,85,0.3,MODERADO,R001|R012,2,1,
8802102,RECHAZADO,52,0.3,MODERADO,R012,1,1,
8904102,RECHAZADO,59,0.3,MODERADO,R012,1,1,
9001101,APROBADO,81,0.3,MODERADO,R005|R012|R015,3,2,
9111101,RECHAZADO,49,0.3,MODERADO,R012,1,1,
9216103,RECHAZADO,39,0.3,MODERADO,,0,0,
9302101,APROBADO,100,0.3,MODERADO,R003|R005|R012|R015,4,2,
9403101,APROBADO,100,0.3,MODERADO,R001|R005|R012|R015,4,2,
9505101,RECHAZADO,23,0.3,MODERADO,R002|R005,2,0,
9619102,RECHAZADO,13,0.3,MODERADO,R004,1,0,
9703101,RECHAZADO,55,0.3,MODERADO,R001|R010,2,0,
9816101,APROBADO,87,0.3,MODERADO,R001|R012,2,1,
9904101,RECHAZADO,48,0.3,MODERADO,R012,1,1,
10001101,RECHAZADO,44,0.3,MODERADO,R005,1,0,
10103101,RECHAZADO,50,0.3,MODERADO,R012,1,1,
10203103,RECHAZADO,5,0.3,MODERADO,R002,1,0,
10305101,RECHAZADO,23,0.3,MODERADO,R004|R005,2,0,
10405101,RECHAZADO,28,0.3,MODERADO,R009,1,0,
10502101,RECHAZADO,27,0.3,MODERADO,R004|R005,2,0,
10602102,APROBADO,100,0.3,MODERADO,R001|R005|R012,3,1,
10709103,RECHAZADO,26,0.3,MODERADO,R009,1,0,
10804101,APROBADO,100,0.3,MODERADO,R001|R005|R012,3,1,
10911101,RECHAZADO,28,0.3,MODERADO,R004|R005,2,0,
11005101,RECHAZADO,49,0.3,MODERADO,R012,1,1,
11102101,REVISION_MANUAL,68,0.3,MODERADO,R001,1,0,
11201101,RECHAZADO,54,0.3,MODERADO,R012,1,1,
11305101,RECHAZADO,52,0.3,MODERADO,R012,1,1,
11305201,APROBADO,88,0.3,MODERADO,R001|R012,2,1,
11305301,REVISION_MANUAL,65,0.3,MODERADO,R012,1,1,
11401105,RECHAZADO,36,0.3,MODERADO,,0,0,
11501101,RECHAZADO,27,0.3,MODERADO,R010,1,0,
11601101,RECHAZADO,46,0.3,MODERADO,R005,1,0,
11710102,RECHAZADO,21,0.3,MODERADO,R004|R012,2,1,
11806102,APROBADO,88,0.3,MODERADO,R001|R012,2,1,
11904101,APROBADO,100,0.3,MODERADO,R001|R005|R012,3,1,
12001102,REVISION_MANUAL,75,0.3,MODERADO,R001|R005,2,0,
12113101,RECHAZADO,0,0.3,MODERADO,R004|R010,2,0,
12215101,APROBADO,86,0.3,MODERADO,R001|R005,2,0,
12304104,RECHAZADO,52,0.3,MODERADO,R001|R004|R012,3,1,
12404102,RECHAZADO,42,0.3,MODERADO,R012,1,1,
12505101,APROBADO,100,0.3,MODERADO,R001|R005|R012|R015,4,2,
12602101,REVISION_MANUAL,77,0.3,MODERADO,R005|R012|R015,3,2,
12714101,RECHAZADO,23,0.3,MODERADO,R004|R005,2,0,
12805101,REVISION_MANUAL,78,0.3,MODERADO,R003|R012,2,1,
12904101,APROBADO,81,0.3,MODERADO,R001|R012,2,1,
13002101,REVISION_MANUAL,71,0.3,MODERADO,R001,1,0,
13105102,APROBADO,100,0.3,MODERADO,R001|R005|R012,3,1,
13208103,RECHAZADO,10,0.3,MODERADO,R004,1,0,
13319101,REVISION_MANUAL,68,0.3,MODERADO,R001|R004|R005|R012,4,1,
13402101,RECHAZADO,57,0.3,MODERADO,R001|R010,2,0,
13513101,RECHAZADO,45,0.3,MODERADO,R005,1,0,
13601101,RECHAZADO,50,0.3,MODERADO,R012,1,1,
13601201,RECHAZADO,26,0.3,MODERADO,R004|R005,2,0,
13708101,REVISION_MANUAL,73,0.3,MODERADO,R001,1,0,
13808102,RECHAZADO,29,0.3,MODERADO,,0,0,
13904101,RECHAZADO,33,0.3,MODERADO,R002|R005,2,0,
14004103,RECHAZADO,0,0.3,MODERADO,R002|R004|R005|R010,4,0,
14110102,RECHAZADO,40,0.3,MODERADO,R001|R004,2,0,
14204101,RECHAZADO,13,0.3,MODERADO,R004,1,0,
14304101,REVISION_MANUAL,67,0.3,MODERADO,R001|R010|R012,3,1,
14409101,APROBADO,86,0.3,MODERADO,R001|R005|R010|R012,4,1,
14514102,APROBADO,83,0.3,MODERADO,R001|R012,2,1,
14617101,RECHAZADO,29,0.3,MODERADO,,0,0,
14703102,REVISION_MANUAL,69,0.3,MODERADO,R005|R012,2,1,
14801101,REVISION_MANUAL,68,0.3,MODERADO,R001|R004|R005|R012,4,1,
14904103,RECHAZADO,0,0.3,MODERADO,R004|R009,2,0,
15002106,RECHAZADO,48,0.3,MODERADO,R005,1,0,
15108102,RECHAZADO,51,0.3,MODERADO,R001|R004|R012,3,1,
15203101,RECHAZADO,57,0.3,MODERADO,R012,1,1,
15301101,APROBADO,100,0.3,MODERADO,R001|R005|R012,3,1,
15404102,RECHAZADO,10,0.3,MODERADO,R004,1,0,
15504102,APROBADO,82,0.3,MODERADO,R001|R012,2,1,
15602101,RECHAZADO,25,0.3,MODERADO,R002|R005,2,0,
15704101,REVISION_MANUAL,60,0.3,MODERADO,R001,1,0,
15816104,RECHAZADO,49,0.3,MODERADO,R001|R004|R012,3,1,
15903102,RECHAZADO,40,0.3,MODERADO,R001|R004,2,0,
16001102,RECHAZADO,15,0.3,MODERADO,R009,1,0,
16104103,RECHAZADO,6,0.3,MODERADO,R002,1,0,
16202101,RECHAZADO,23,0.3,MODERADO,R004|R012,2,1,
16308102,RECHAZADO,13,0.3,MODERADO,R004,1,0,
16308201,RECHAZADO,31,0.3,MODERADO,,0,0,
16406101,RECHAZADO,44,0.3,MODERADO,R005,1,0,
16501101,APROBADO,98,0.3,MODERADO,R001|R005|R012,3,1,
16601101,APROBADO,100,0.3,MODERADO,R003|R005|R012|R015,4,2,
16703101,RECHAZADO,59,0.3,MODERADO,R005|R012,2,1,
16805102,APROBADO,100,0.3,MODERADO,R001|R005|R012,3,1,
16902102,RECHAZADO,13,0.3,MODERADO,R004,1,0,
17005101,REVISION_MANUAL,70,0.3,MODERADO,R001|R012,2,1,
17118102,RECHAZADO,10,0.3,MODERADO,R004,1,0,
17205101,REVISION_MANUAL,73,0.3,MODERADO,R001,1,0,
17316102,APROBADO,98,0.3,MODERADO,R001|R005|R012,3,1,
17420102,RECHAZADO,47,0.3,MODERADO,R005,1,0,
17517101,RECHAZADO,39,0.3,MODERADO,R004|R005|R012,3,1,
17612101,REVISION_MANUAL,65,0.3,MODERADO,R001|R004|R005|R012,4,1,
17720101,RECHAZADO,0,0.3,MODERADO,R002|R004,2,0,
17803102,REVISION_MANUAL,73,0.3,MODERADO,R001,1,0,
17905101,REVISION_MANUAL,77,0.3,MODERADO,R005|R012|R015,3,2,
18004101,RECHAZADO,0,0.3,MODERADO,R002|R004,2,0,
18104101,REVISION_MANUAL,78,0.3,MODERADO,R001|R005,2,0,
18204101,RECHAZADO,57,0.3,MODERADO,R001|R010,2,0,
18310101,RECHAZADO,0,0.3,MODERADO,R002,1,0,
18402102,RECHAZADO,41,0.3,MODERADO,,0,0,
18505104,APROBADO,83,0.3,MODERADO,R001|R006,2,0,
18607101,RECHAZADO,51,0.3,MODERADO,R012,1,1,
18702101,RECHAZADO,19,0.3,MODERADO,R002,1,0,
18802101,APROBADO,84,0.3,MODERADO,R001|R012,2,1,
18904101,APROBADO,99,0.3,MODERADO,R001|R005|R012,3,1,
19002102,APROBADO,85,0.3,MODERADO,R001|R005|R006,3,0,
19104101,RECHAZADO,26,0.3,MODERADO,R004|R005,2,0,
19211101,RECHAZADO,32,0.3,MODERADO,,0,0,
19312102,RECHAZADO,30,0.3,MODERADO,,0,0,
19402105,RECHAZADO,47,0.3,MODERADO,R012,1,1,
19504101,RECHAZADO,40,0.3,MODERADO,,0,0,
19619101,RECHAZADO,23,0.3,MODERADO,R004|R005,2,0,
19705101,RECHAZADO,29,0.3,MODERADO,,0,0,
19805103,RECHAZADO,58,0.3,MODERADO,R001|R010|R012,3,1,
19904101,RECHAZADO,46,0.3,MODERADO,R005,1,0,
20003101,RECHAZADO,26,0.3,MODERADO,R004|R005,2,0,
20118101,RECHAZADO,41,0.3,MODERADO,,0,0,
20201102,APROBADO,85,0.3,MODERADO,R001|R005,2,0,
20301101,RECHAZADO,29,0.3,MODERADO,R002|R005,2,0,
20409102,APROBADO,85,0.3,MODERADO,R001|R005|R006,3,0,
20504101,RECHAZADO,53,0.3,MODERADO,R005,1,0,
20602103,RECHAZADO,40,0.3,MODERADO,R012,1,1,
20703102,RECHAZADO,12,0.3,MODERADO,R004,1,0,
20805101,APROBADO,100,0.3,MODERADO,R001|R005|R012|R015,4,2,
20910102,RECHAZADO,29,0.3,MODERADO,,0,0,
21004102,RECHAZADO,25,0.3,MODERADO,R004|R012,2,1,
21104101,RECHAZADO,41,0.3,MODERADO,R012,1,1,
21205101,RECHAZADO,47,0.3,MODERADO,R005,1,0,
21302103,RECHAZADO,37,0.3,MODERADO,R010|R012,2,1,
21407101,RECHAZADO,25,0.3,MODERADO,R004|R005,2,0,
21517101,RECHAZADO,46,0.3,MODERADO,R005,1,0,
21604102,RECHAZADO,12,0.3,MODERADO,R004,1,0,
21704102,RECHAZADO,23,0.3,MODERADO,R004|R012,2,1,
21809102,RECHAZADO,57,0.3,MODERADO,R001|R010,2,0,
21904101,RECHAZADO,16,0.3,MODERADO,R002|R005,2,0,
22002101,APROBADO,85,0.3,MODERADO,R001|R005|R010|R012,4,1,
22102102,APROBADO,100,0.3,MODERADO,R001|R003|R012,3,1,
22204101,RECHAZADO,46,0.3,MODERADO,R004|R005|R012,3,1,
22305101,APROBADO,95,0.3,MODERADO,R001|R005|R015,3,1,
22420103,RECHAZADO,59,0.3,MODERADO,R001,1,0,
22501102,REVISION_MANUAL,60,0.3,MODERADO,R012,1,1,
22612101,RECHAZADO,36,0.3,MODERADO,R004|R005|R012,3,1,
22705101,RECHAZADO,27,0.3,MODERADO,R002|R005,2,0,
22801101,RECHAZADO,45,0.3,MODERADO,R005,1,0,
22904104,RECHAZADO,40,0.3,MODERADO,R009|R012,2,1,
23004102,RECHAZADO,28,0.3,MODERADO,R009,1,0,
23105101,RECHAZADO,55,0.3,MODERADO,R005,1,0,
23202101,RECHAZADO,56,0.3,MODERADO,R012,1,1,
23304101,RECHAZADO,28,0.3,MODERADO,R004|R005,2,0,
23404102,APROBADO,83,0.3,MODERADO,R001|R006|R012,3,1,
23503102,RECHAZADO,0,0.3,MODERADO,R002|R004,2,0,
23604101,REVISION_MANUAL,71,0.3,MODERADO,R001|R012,2,1,
23604203,RECHAZADO,39,0.3,MODERADO,,0,0,
23604302,REVISION_MANUAL,63,0.3,MODERADO,R001,1,0,
23703104,RECHAZADO,10,0.3,MODERADO,R004,1,0,
23818102,RECHAZADO,25,0.3,MODERADO,R010,1,0,
23904102,APROBADO,87,0.3,MODERADO,R001|R012,2,1,
24002101,APROBADO,98,0.3,MODERADO,R001|R012,2,1,
24101102,APROBADO,100,0.3,MODERADO,R001|R005|R012|R015,4,2,
24204101,RECHAZADO,54,0.3,MODERADO,R005,1,0,
24318101,RECHAZADO,0,0.3,MODERADO,R002|R009,2,0,
24404101,RECHAZADO,28,0.3,MODERADO,R004|R005,2,0,
24502101,RECHAZADO,43,0.3,MODERADO,,0,0,
24604101,RECHAZADO,25,0.3,MODERADO,R002,1,0,
24701106,RECHAZADO,25,0.3,MODERADO,R001|R004|R009|R010|R012,5,1,
24805101,RECHAZADO,50,0.3,MODERADO,R012,1,1,
24902102,RECHAZADO,29,0.3,MODERADO,,0,0,
25002101,RECHAZADO,28,0.3,MODERADO,,0,0,
25102101,RECHAZADO,28,0.3,MODERADO,R004|R005,2,0,
25205101,RECHAZADO,53,0.3,MODERADO,R012,1,1,
25302101,REVISION_MANUAL,77,0.3,MODERADO,R005|R012|R015,3,2,
25413102,RECHAZADO,30,0.3,MODERADO,,0,0,
25502101,RECHAZADO,20,0.3,MODERADO,R002,1,0,
25607102,RECHAZADO,10,0.3,MODERADO,R004,1,0,
25705101,RECHAZADO,34,0.3,MODERADO,R002|R005|R015,3,1,
25807102,RECHAZADO,8,0.3,MODERADO,R004,1,0,
25903101,RECHAZADO,44,0.3,MODERADO,R005,1,0,
26001106,RECHAZADO,4,0.3,MODERADO,R002,1,0,
26114105,RECHAZADO,25,0.3,MODERADO,R010,1,0,
26201102,RECHAZADO,58,0.3,MODERADO,R005|R012,2,1,
26304102,RECHAZADO,12,0.3,MODERADO,R004,1,0,
26410101,RECHAZADO,10,0.3,MODERADO,R004,1,0,
26503103,RECHAZADO,52,0.3,MODERADO,R012,1,1,
26613101,REVISION_MANUAL,68,0.3,MODERADO,R001,1,0,
26704104,REVISION_MANUAL,69,0.3,MODERADO,R001|R010|R012,3,1,
26801102,RECHAZADO,31,0.3,MODERADO,,0,0,
26905101,RECHAZADO,9,0.3,MODERADO,R002|R005,2,0,
27013102,RECHAZADO,43,0.3,MODERADO,R005,1,0,
27102101,RECHAZADO,11,0.3,MODERADO,R004,1,0,
27203102,REVISION_MANUAL,68,0.3,MODERADO,R001,1,0,
27312101,RECHAZADO,0,0.3,MODERADO,R002,1,0,
27404101,RECHAZADO,25,0.3,MODERADO,R004|R005,2,0,
27509101,APROBADO,100,0.3,MODERADO,R001|R005|R012,3,1,
27605101,APROBADO,100,0.3,MODERADO,R001|R005|R012|R015,4,2,
27712101,REVISION_MANUAL,70,0.3,MODERADO,R001,1,0,
27804102,APROBADO,82,0.3,MODERADO,R001|R012,2,1,
27901101,APROBADO,92,0.3,MODERADO,R001|R005|R012,3,1,
28006101,RECHAZADO,42,0.3,MODERADO,,0,0,
28105101,RECHAZADO,39,0.3,MODERADO,,0,0,
28205101,RECHAZADO,55,0.3,MODERADO,R005,1,0,
28301102,RECHAZADO,43,0.3,MODERADO,R002|R005|R015,3,1,
28405101,RECHAZADO,12,0.3,MODERADO,R004,1,0,
28501101,REVISION_MANUAL,63,0.3,MODERADO,R005|R012,2,1,
28605104,REVISION_MANUAL,71,0.3,MODERADO,R001,1,0,
28702102,RECHAZADO,6,0.3,MODERADO,R002,1,0,
28804102,RECHAZADO,29,0.3,MODERADO,,0,0,
28918101,RECHAZADO,58,0.3,MODERADO,R001|R004|R005,3,0,
29005104,RECHAZADO,13,0.3,MODERADO,R004,1,0,
29109101,RECHAZADO,17,0.3,MODERADO,R010,1,0,
29202102,RECHAZADO,25,0.3,MODERADO,R004|R012,2,1,
29305101,APROBADO,95,0.3,MODERADO,R001|R005|R012,3,1,
29411101,APROBADO,100,0.3,MODERADO,R001|R005|R012|R015,4,2,
29517102,RECHAZADO,40,0.3,MODERADO,R004|R005|R012,3,1,
29604101,RECHAZADO,0,0.3,MODERADO,R004|R010,2,0,
29701102,RECHAZADO,13,0.3,MODERADO,R004,1,0,
29813101,REVISION_MANUAL,70,0.3,MODERADO,R001,1,0,
29813201,RECHAZADO,30,0.3,MODERADO,R004|R005,2,0,
29904102,RECHAZADO,28,0.3,MODERADO,R004|R005,2,0,
30002102,RECHAZADO,4,0.3,MODERADO,R002,1,0,
30103102,RECHAZADO,3,0.3,MODERADO,R009|R010,2,0,
30203102,RECHAZADO,10,0.3,MODERADO,R004,1,0,
30302102,RECHAZADO,8,0.3,MODERADO,R004,1,0,
30402101,APROBADO,100,0.3,MODERADO,R001|R005|R012,3,1,
30503104,RECHAZADO,37,0.3,MODERADO,R004|R005|R012,3,1,
30603102,RECHAZADO,13,0.3,MODERADO,R004,1,0,
30705101,APROBADO,99,0.3,MODERADO,R001|R005|R012,3,1,
30802101,RECHAZADO,8,0.3,MODERADO,R002,1,0,
30901101,APROBADO,88,0.3,MODERADO,R001|R005|R012,3,1,
31001102,RECHAZADO,53,0.3,MODERADO,R001|R004|R012,3,1,
31102102,RECHAZADO,15,0.3,MODERADO,R004,1,0,
31202101,RECHAZADO,32,0.3,MODERADO,R005|R010,2,0,
31301101,APROBADO,100,0.3,MODERADO,R001|R003|R005|R010|R012,5,1,
31401101,REVISION_MANUAL,68,0.3,MODERADO,R005|R012,2,1,
31501102,RECHAZADO,55,0.3,MODERADO,R001|R009,2,0,
31604101,APROBADO,85,0.3,MODERADO,R001|R005,2,0,
31702102,RECHAZADO,55,0.3,MODERADO,R012,1,1,
31815103,RECHAZADO,25,0.3,MODERADO,R004|R012,2,1,
31905101,APROBADO,100,0.3,MODERADO,R001|R005|R012,3,1,
32002101,RECHAZADO,25,0.3,MODERADO,R004|R012,2,1,
32101101,RECHAZADO,28,0.3,MODERADO,R004|R005,2,0,
32203102,RECHAZADO,15,0.3,MODERADO,R004,1,0,
32302102,RECHAZADO,58,0.3,MODERADO,R001|R004|R005,3,0,
32416101,RECHAZADO,58,0.3,MODERADO,R001|R004|R005,3,0,
32507102,REVISION_MANUAL,70,0.3,MODERADO,R001,1,0,
32613102,RECHAZADO,27,0.3,MODERADO,R010,1,0,
32713102,RECHAZADO,27,0.3,MODERADO,R004|R005,2,0,
32805102,REVISION_MANUAL,72,0.3,MODERADO,R001,1,0,
32916101,RECHAZADO,12,0.3,MODERADO,R004,1,0,
33003101,RECHAZADO,28,0.3,MODERADO,R004|R005,2,0,
33113101,RECHAZADO,11,0.3,MODERADO,R002,1,0,
33203103,RECHAZADO,27,0.3,MODERADO,,0,0,
33301101,APROBADO,95,0.3,MODERADO,R001|R012,2,1,
33403101,RECHAZADO,58,0.3,MODERADO,R001|R004|R005,3,0,
33503101,APROBADO,86,0.3,MODERADO,R001|R005|R012,3,1,
33615102,RECHAZADO,44,0.3,MODERADO,R005,1,0,
33709102,REVISION_MANUAL,71,0.3,MODERADO,R001,1,0,
33801101,RECHAZADO,52,0.3,MODERADO,R012,1,1,
33906102,RECHAZADO,27,0.3,MODERADO,R010,1,0,
34003102,APROBADO,81,0.3,MODERADO,R001|R012,2,1,
34117102,RECHAZADO,41,0.3,MODERADO,,0,0,
34201102,APROBADO,95,0.3,MODERADO,R001|R005|R012,3,1,
34301102,APROBADO,82,0.3,MODERADO,R001|R012,2,1,
34403102,RECHAZADO,11,0.3,MODERADO,R004|R009|R012,3,1,
34519101,RECHAZADO,47,0.3,MODERADO,R005,1,0,
34601101,RECHAZADO,31,0.3,MODERADO,,0,0,
34718101,RECHAZADO,27,0.3,MODERADO,,0,0,
34815101,REVISION_MANUAL,67,0.3,MODERADO,R005|R012,2,1,
34905101,REVISION_MANUAL,74,0.3,MODERADO,R005|R012,2,1,
35002101,RECHAZADO,41,0.3,MODERADO,,0,0,
35112102,RECHAZADO,14,0.3,MODERADO,R004|R005|R010,3,0,
35217104,RECHAZADO,52,0.3,MODERADO,R005|R010|R012,3,1,
35303103,APROBADO,84,0.3,MODERADO,R001|R012,2,1,
35402101,RECHAZADO,57,0.3,MODERADO,R012,1,1,
35512101,RECHAZADO,46,0.3,MODERADO,R005,1,0,
35616102,RECHAZADO,13,0.3,MODERADO,R009|R010,2,0,
35704101,RECHAZADO,28,0.3,MODERADO,R004|R005,2,0,
35803101,RECHAZADO,43,0.3,MODERADO,,0,0,
35901102,REVISION_MANUAL,71,0.3,MODERADO,R001|R004|R005|R012,4,1,
36001102,RECHAZADO,54,0.3,MODERADO,R012,1,1,
36104101,RECHAZADO,28,0.3,MODERADO,R004|R005,2,0,
36201101,RECHAZADO,31,0.3,MODERADO,R002|R005,2,0,
36304101,REVISION_MANUAL,66,0.3,MODERADO,R005|R012,2,1,
36401102,RECHAZADO,25,0.3,MODERADO,R004|R005|R010|R012,4,1,
36516101,RECHAZADO,28,0.3,MODERADO,,0,0,
36616101,RECHAZADO,12,0.3,MODERADO,R002|R005,2,0,
36705101,REVISION_MANUAL,61,0.3,MODERADO,R001,1,0,
36812101,RECHAZADO,46,0.3,MODERADO,R005,1,0,
36912101,RECHAZADO,46,0.3,MODERADO,R005,1,0,
37002101,RECHAZADO,55,0.3,MODERADO,R005,1,0,
37103101,RECHAZADO,10,0.3,MODERADO,R004,1,0,
37202103,RECHAZADO,29,0.3,MODERADO,,0,0,
37302103,RECHAZADO,27,0.3,MODERADO,R010,1,0,
37401102,RECHAZADO,59,0.3,MODERADO,R001,1,0,
37502102,REVISION_MANUAL,70,0.3,MODERADO,R001|R004|R005|R012,4,1,
37601101,REVISION_MANUAL,75,0.3,MODERADO,R001|R012,2,1,
37705101,RECHAZADO,41,0.3,MODERADO,,0,0,
37820101,RECHAZADO,32,0.3,MODERADO,R005|R010,2,0,
37904103,RECHAZADO,54,0.3,MODERADO,R001|R009,2,0,
38002102,REVISION_MANUAL,71,0.3,MODERADO,R001|R004|R005|R012,4,1,
38118102,RECHAZADO,15,0.3,MODERADO,R004,1,0,
38204101,APROBADO,100,0.3,MODERADO,R001|R005|R012|R015,4,2,
38320101,RECHAZADO,53,0.3,MODERADO,R012,1,1,
38405102,APROBADO,84,0.3,MODERADO,R001|R005,2,0,
38505104,APROBADO,82,0.3,MODERADO,R001|R006,2,0,
38602103,REVISION_MANUAL,68,0.3,MODERADO,R001,1,0,
38704101,APROBADO,86,0.3,MODERADO,R001|R012,2,1,
38808104,APROBADO,80,0.3,MODERADO,R001|R012,2,1,
38903103,REVISION_MANUAL,69,0.3,MODERADO,R001|R006,2,0,
39009103,RECHAZADO,12,0.3,MODERADO,R004,1,0,
39105102,RECHAZADO,12,0.3,MODERADO,R004,1,0,
39205101,APROBADO,96,0.3,MODERADO,R001|R005|R012,3,1,
39305102,APROBADO,86,0.3,MODERADO,R001|R005,2,0,
39405101,REVISION_MANUAL,69,0.3,MODERADO,R001|R012,2,1,
39517102,RECHAZADO,0,0.3,MODERADO,R002|R004,2,0,
39605103,RECHAZADO,23,0.3,MODERADO,R004|R012,2,1,
39701101,APROBADO,85,0.3,MODERADO,R001|R005,2,0,
39802101,RECHAZADO,55,0.3,MODERADO,R001|R004|R005,3,0,
39903101,APROBADO,100,0.3,MODERADO,R001|R003|R012,3,1,
