Encuesta Nacional de Inclusión Finanzas 2024,
,
conjunto_de_datos_tvivienda_enif_2024,Características de la vivienda
conjunto_de_datos_thogar_enif_2024,Información del hogar
conjunto_de_datos_tsdem_enif_2024,Información de los residentes del hogar
conjunto_de_datos_tmodulo_enif_2024,Información de las secciones del módulo
