edad,ingreso_mensual,total_deuda_actual,historial_crediticio,antiguedad_laboral,numero_dependientes,tipo_vivienda,proposito_credito,monto_credito,ingreso_imputado,deuda_imputada_neutra,llavemod,llavehog,dictamen,score_final,dti_ratio,dti_clasificacion,reglas_activadas,n_reglas,n_compensaciones,errores_validacion,tiene_credito,algun_atraso,y_real,y_pred
71,400.0,120.0,2,1,0,Propia,Consumo,7200.0,False,True,277401101,2774011,REVISION_MANUAL,75,0.3,MODERADO,R001|R005,2,0,,True,False,1,0
50,1500.0,450.0,2,0,1,Propia,Negocio,12000.0,True,True,278405102,2784051,REVISION_MANUAL,70,0.3,MODERADO,R001|R004|R005|R006,4,0,,True,False,1,0
32,2000.0,600.0,2,4,2,Familiar,Consumo,10000.0,True,True,278501102,2785011,REVISION_MANUAL,70,0.3,MODERADO,R001,1,0,,True,False,1,0
74,2000.0,600.0,2,0,0,Propia,Consumo,10000.0,True,True,278704101,2787041,RECHAZADO,58,0.3,MODERADO,R001|R004|R005,3,0,,True,False,1,0
18,2500.0,750.0,2,3,3,Familiar,Consumo,10000.0,False,True,278814103,2788141,REVISION_MANUAL,65,0.3,MODERADO,R001|R009|R012,3,1,,True,False,1,0
26,1000.0,300.0,2,1,3,Familiar,Consumo,10000.0,False,True,279202103,2792021,RECHAZADO,58,0.3,MODERADO,R001,1,0,,True,False,1,0
21,1000.0,300.0,2,2,2,Familiar,Consumo,10000.0,False,True,279601102,2796011,REVISION_MANUAL,67,0.3,MODERADO,R001,1,0,,True,False,1,0
64,3000.0,900.0,2,0,4,Propia,Consumo,10000.0,True,True,280604101,2806041,RECHAZADO,53,0.3,MODERADO,R001|R004|R005|R010|R012,5,1,,True,False,1,0
21,2000.0,600.0,2,0,1,Familiar,Consumo,10000.0,True,True,281001101,2810011,RECHAZADO,41,0.3,MODERADO,R001|R004,2,0,,True,False,1,0
48,300.0,90.0,2,1,1,Propia,Consumo,5400.0,False,True,281704102,2817041,REVISION_MANUAL,75,0.3,MODERADO,R001|R005,2,0,,True,False,1,0
30,3500.0,1050.0,2,1,0,Familiar,Consumo,10000.0,False,True,282204101,2822041,REVISION_MANUAL,74,0.3,MODERADO,R001|R012,2,1,,True,False,1,0
45,1800.0,540.0,2,1,3,Familiar,Consumo,10000.0,False,True,283419101,2834191,RECHAZADO,58,0.3,MODERADO,R001,1,0,,True,False,1,0
27,7000.0,2100.0,2,0,1,Familiar,Consumo,10000.0,True,True,284304102,2843041,RECHAZADO,57,0.3,MODERADO,R001|R004|R012,3,1,,True,False,1,0
55,500.0,150.0,2,1,1,Familiar,Consumo,9000.0,False,True,284911101,2849111,REVISION_MANUAL,60,0.3,MODERADO,R001,1,0,,True,False,1,0
23,600.0,180.0,2,1,0,Familiar,Consumo,10000.0,False,True,285214101,2852141,REVISION_MANUAL,60,0.3,MODERADO,R001,1,0,,True,False,1,0
66,2500.0,750.0,2,0,2,Propia,Consumo,10000.0,True,True,285704101,2857041,REVISION_MANUAL,65,0.3,MODERADO,R001|R004|R005|R012,4,1,,True,False,1,0
77,2000.0,600.0,2,0,0,Propia,Consumo,10000.0,True,True,286203102,2862031,RECHAZADO,58,0.3,MODERADO,R001|R004|R005,3,0,,True,False,1,0
48,4000.0,1200.0,2,0,1,Familiar,Consumo,10000.0,True,True,287004102,2870041,RECHAZADO,55,0.3,MODERADO,R001|R004|R012,3,1,,True,False,1,0
21,1400.0,420.0,2,4,1,Familiar,Consumo,10000.0,False,True,287405103,2874051,REVISION_MANUAL,69,0.3,MODERADO,R001,1,0,,True,False,1,0
46,200.0,60.0,2,3,0,Familiar,Consumo,3600.0,False,True,287509101,2875091,REVISION_MANUAL,72,0.3,MODERADO,R001,1,0,,True,False,1,0
69,7000.0,2100.0,2,0,0,Propia,Consumo,10000.0,True,True,288605101,2886051,REVISION_MANUAL,71,0.3,MODERADO,R001|R004|R005|R012,4,1,,True,False,1,0
38,2500.0,750.0,2,1,3,Familiar,Consumo,10000.0,False,True,289105101,2891051,REVISION_MANUAL,69,0.3,MODERADO,R001|R012,2,1,,True,False,1,0
25,1800.0,540.0,2,2,1,Familiar,Consumo,10000.0,False,True,290505202,2905052,REVISION_MANUAL,71,0.3,MODERADO,R001,1,0,,True,False,1,0
70,2500.0,750.0,2,0,0,Propia,Consumo,10000.0,True,True,290603101,2906031,REVISION_MANUAL,68,0.3,MODERADO,R001|R004|R005|R012,4,1,,True,False,1,0
43,2500.0,750.0,2,0,4,Familiar,Consumo,10000.0,True,True,291401102,2914011,RECHAZADO,39,0.3,MODERADO,R001|R004|R010|R012,4,1,,True,False,1,0
45,3730.0,1119.0,2,2,4,Familiar,Consumo,10000.0,False,True,292303102,2923031,REVISION_MANUAL,68,0.3,MODERADO,R001|R010|R012,3,1,,True,False,1,0
25,1800.0,540.0,2,2,0,Familiar,Consumo,10000.0,False,True,293120101,2931201,REVISION_MANUAL,73,0.3,MODERADO,R001,1,0,,True,False,1,0
62,7000.0,2100.0,2,0,2,Propia,Consumo,10000.0,True,True,293404102,2934041,REVISION_MANUAL,68,0.3,MODERADO,R001|R004|R005|R012,4,1,,True,False,1,0
56,2500.0,750.0,2,0,0,Propia,Consumo,10000.0,True,True,294802101,2948021,REVISION_MANUAL,68,0.3,MODERADO,R001|R004|R005|R012,4,1,,True,False,1,0
58,2500.0,750.0,2,0,1,Propia,Consumo,10000.0,True,True,295613102,2956131,REVISION_MANUAL,67,0.3,MODERADO,R001|R004|R005|R012,4,1,,True,False,1,0
36,2000.0,600.0,2,4,1,Familiar,Consumo,10000.0,False,True,296210103,2962101,REVISION_MANUAL,71,0.3,MODERADO,R001,1,0,,True,False,1,0
39,2500.0,750.0,2,1,3,Familiar,Consumo,10000.0,True,True,297102103,2971021,REVISION_MANUAL,69,0.3,MODERADO,R001|R012,2,1,,True,False,1,0
18,3500.0,1050.0,2,3,2,Familiar,Consumo,10000.0,False,True,298203103,2982031,REVISION_MANUAL,67,0.3,MODERADO,R001|R009|R012,3,1,,True,False,1,0
53,1500.0,450.0,2,0,3,Familiar,Consumo,10000.0,True,True,298906102,2989061,RECHAZADO,40,0.3,MODERADO,R001|R004,2,0,,True,False,1,0
33,3500.0,1050.0,2,4,3,Familiar,Consumo,10000.0,False,True,299102101,2991021,REVISION_MANUAL,79,0.3,MODERADO,R001|R012,2,1,,True,False,1,0
66,7000.0,2100.0,2,0,0,Propia,Consumo,10000.0,True,True,299302101,2993021,REVISION_MANUAL,71,0.3,MODERADO,R001|R004|R005|R012,4,1,,True,False,1,0
52,2000.0,600.0,2,2,0,Familiar,Consumo,10000.0,False,True,299504102,2995041,REVISION_MANUAL,73,0.3,MODERADO,R001,1,0,,True,False,1,0
60,2000.0,600.0,2,0,4,Propia,Consumo,10000.0,True,True,299702102,2997021,RECHAZADO,42,0.3,MODERADO,R001|R004|R005|R010,4,0,,True,False,1,0
30,14000.0,4200.0,2,0,0,Familiar,Consumo,10000.0,True,True,299805102,2998051,REVISION_MANUAL,63,0.3,MODERADO,R001|R004|R012,3,1,,True,False,1,0
23,7000.0,2100.0,2,0,5,Familiar,Consumo,10000.0,True,True,300604103,3006041,RECHAZADO,39,0.3,MODERADO,R001|R004|R010|R012,4,1,,True,False,1,0
23,1600.0,480.0,2,4,4,Familiar,Consumo,10000.0,False,True,301305104,3013051,RECHAZADO,55,0.3,MODERADO,R001|R010,2,0,,True,False,1,0
19,1500.0,450.0,2,4,1,Familiar,Consumo,10000.0,False,True,301803102,3018031,RECHAZADO,57,0.3,MODERADO,R001|R009,2,0,,True,False,1,0
70,2000.0,600.0,2,0,1,Familiar,Consumo,10000.0,True,True,302307101,3023071,RECHAZADO,41,0.3,MODERADO,R001|R004,2,0,,True,False,1,0
66,7000.0,2100.0,2,0,0,Propia,Consumo,10000.0,True,True,302401101,3024011,REVISION_MANUAL,71,0.3,MODERADO,R001|R004|R005|R012,4,1,,True,False,1,0
66,7000.0,2100.0,2,0,1,Propia,Consumo,10000.0,True,True,303101101,3031011,REVISION_MANUAL,70,0.3,MODERADO,R001|R004|R005|R012,4,1,,True,False,1,0
79,2500.0,750.0,2,0,0,Propia,Consumo,10000.0,True,True,303304101,3033041,REVISION_MANUAL,68,0.3,MODERADO,R001|R004|R005|R012,4,1,,True,False,1,0
56,2000.0,600.0,2,0,0,Familiar,Consumo,10000.0,True,True,303610101,3036101,RECHAZADO,43,0.3,MODERADO,R001|R004,2,0,,True,False,1,0
65,1500.0,450.0,2,0,0,Propia,Consumo,10000.0,True,True,304703102,3047031,RECHAZADO,58,0.3,MODERADO,R001|R004|R005,3,0,,True,False,1,0
44,1500.0,450.0,2,0,1,Familiar,Consumo,10000.0,True,True,305203101,3052031,RECHAZADO,43,0.3,MODERADO,R001|R004,2,0,,True,False,1,0
48,600.0,180.0,2,2,1,Familiar,Consumo,10000.0,False,True,305414101,3054141,REVISION_MANUAL,70,0.3,MODERADO,R001,1,0,,True,False,1,0
39,14000.0,4200.0,2,0,1,Familiar,Consumo,10000.0,True,True,305502102,3055021,REVISION_MANUAL,61,0.3,MODERADO,R001|R004|R012,3,1,,True,False,1,0
65,2000.0,600.0,2,1,3,Familiar,Consumo,10000.0,False,True,306103101,3061031,RECHAZADO,56,0.3,MODERADO,R001,1,0,,True,False,1,0
28,1600.0,480.0,2,2,0,Familiar,Consumo,10000.0,False,True,307403101,3074031,REVISION_MANUAL,73,0.3,MODERADO,R001,1,0,,True,False,1,0
44,2500.0,750.0,2,1,1,Familiar,Consumo,10000.0,False,True,307705102,3077051,REVISION_MANUAL,72,0.3,MODERADO,R001|R012,2,1,,True,False,1,0
35,2000.0,600.0,2,0,2,Familiar,Consumo,10000.0,True,True,308519102,3085191,RECHAZADO,42,0.3,MODERADO,R001|R004,2,0,,True,False,1,0
51,3900.0,1170.0,2,1,0,Familiar,Consumo,10000.0,False,True,309409102,3094091,REVISION_MANUAL,74,0.3,MODERADO,R001|R012,2,1,,True,False,1,0
75,2500.0,750.0,2,0,0,Propia,Consumo,10000.0,True,True,309702101,3097021,REVISION_MANUAL,68,0.3,MODERADO,R001|R004|R005|R012,4,1,,True,False,1,0
35,2000.0,600.0,2,4,2,Familiar,Consumo,10000.0,False,True,310201101,3102011,REVISION_MANUAL,70,0.3,MODERADO,R001,1,0,,True,False,1,0
60,7000.0,2100.0,2,0,1,Propia,Consumo,10000.0,True,True,310805101,3108051,REVISION_MANUAL,70,0.3,MODERADO,R001|R004|R005|R012,4,1,,True,False,1,0
28,1800.0,540.0,2,4,1,Familiar,Consumo,10000.0,False,True,311305101,3113051,REVISION_MANUAL,71,0.3,MODERADO,R001,1,0,,True,False,1,0
84,1000.0,300.0,2,0,0,Familiar,Consumo,10000.0,True,True,311801101,3118011,RECHAZADO,42,0.3,MODERADO,R001|R004,2,0,,True,False,1,0
22,2500.0,750.0,2,2,3,Familiar,Consumo,10000.0,False,True,312812102,3128121,REVISION_MANUAL,77,0.3,MODERADO,R001|R012,2,1,,True,False,1,0
58,2000.0,600.0,2,1,1,Propia,Consumo,10000.0,False,True,314009101,3140091,REVISION_MANUAL,74,0.3,MODERADO,R001|R005,2,0,,True,False,1,0
61,1500.0,450.0,2,0,2,Familiar,Consumo,10000.0,True,True,315205101,3152051,RECHAZADO,40,0.3,MODERADO,R001|R004,2,0,,True,False,1,0
48,2500.0,750.0,2,4,4,Familiar,Consumo,10000.0,False,True,315505102,3155051,REVISION_MANUAL,67,0.3,MODERADO,R001|R010|R012,3,1,,True,False,1,0
22,2500.0,750.0,2,0,5,Familiar,Consumo,10000.0,True,True,315804106,3158041,RECHAZADO,37,0.3,MODERADO,R001|R004|R010|R012,4,1,,True,False,1,0
19,7500.0,2250.0,2,4,1,Familiar,Consumo,10000.0,False,True,316316103,3163161,REVISION_MANUAL,71,0.3,MODERADO,R001|R009|R012,3,1,,True,False,1,0
19,1500.0,450.0,2,2,1,Familiar,Consumo,10000.0,False,True,316608103,3166081,RECHAZADO,57,0.3,MODERADO,R001|R009,2,0,,True,False,1,0
61,7000.0,2100.0,2,0,1,Propia,Consumo,10000.0,True,True,318108101,3181081,REVISION_MANUAL,70,0.3,MODERADO,R001|R004|R005|R012,4,1,,True,False,1,0
27,4000.0,1200.0,2,1,2,Familiar,Consumo,10000.0,False,True,320002101,3200021,REVISION_MANUAL,71,0.3,MODERADO,R001|R012,2,1,,True,False,1,0
22,2500.0,750.0,2,1,2,Familiar,Consumo,10000.0,False,True,320312103,3203121,REVISION_MANUAL,68,0.3,MODERADO,R001|R012,2,1,,True,False,1,0
30,2000.0,600.0,2,0,4,Familiar,Consumo,10000.0,True,True,321302102,3213021,RECHAZADO,29,0.3,MODERADO,R001|R004|R010,3,0,,True,False,1,0
35,7000.0,2100.0,2,0,5,Familiar,Consumo,10000.0,True,True,325602102,3256021,RECHAZADO,41,0.3,MODERADO,R001|R004|R010|R012,4,1,,True,False,1,0
20,800.0,240.0,2,1,0,Familiar,Consumo,10000.0,False,True,326102102,3261021,RECHAZADO,48,0.3,MODERADO,R001|R009,2,0,,True,False,1,0
28,2000.0,600.0,2,2,1,Familiar,Consumo,10000.0,False,True,327204101,3272041,REVISION_MANUAL,71,0.3,MODERADO,R001,1,0,,True,False,1,0
23,2500.0,750.0,2,0,3,Familiar,Consumo,10000.0,True,True,327315102,3273151,RECHAZADO,49,0.3,MODERADO,R001|R004|R012,3,1,,True,False,1,0
20,3000.0,900.0,2,4,2,Familiar,Consumo,10000.0,False,True,327403104,3274031,REVISION_MANUAL,67,0.3,MODERADO,R001|R009|R012,3,1,,True,False,1,0
63,7000.0,2100.0,2,0,0,Propia,Consumo,10000.0,True,True,327902101,3279021,REVISION_MANUAL,71,0.3,MODERADO,R001|R004|R005|R012,4,1,,True,False,1,0
34,2000.0,600.0,2,4,1,Familiar,Consumo,10000.0,True,True,329602103,3296021,REVISION_MANUAL,71,0.3,MODERADO,R001,1,0,,True,False,1,0
36,1500.0,450.0,2,0,3,Familiar,Negocio,12000.0,True,True,329904102,3299041,RECHAZADO,52,0.3,MODERADO,R001|R004|R006,3,0,,True,False,1,0
48,1800.0,540.0,2,1,0,Familiar,Consumo,10000.0,False,True,330507102,3305071,REVISION_MANUAL,63,0.3,MODERADO,R001,1,0,,True,False,1,0
56,3000.0,900.0,2,4,4,Familiar,Consumo,10000.0,False,True,331003101,3310031,REVISION_MANUAL,66,0.3,MODERADO,R001|R010|R012,3,1,,True,False,1,0
77,7000.0,2100.0,2,0,0,Propia,Consumo,10000.0,True,True,331701101,3317011,REVISION_MANUAL,71,0.3,MODERADO,R001|R004|R005|R012,4,1,,True,False,1,0
23,1800.0,540.0,2,2,0,Familiar,Consumo,10000.0,False,True,332401101,3324011,REVISION_MANUAL,71,0.3,MODERADO,R001,1,0,,True,False,1,0
60,2500.0,750.0,2,0,3,Familiar,Consumo,10000.0,True,True,332502101,3325021,RECHAZADO,49,0.3,MODERADO,R001|R004|R012,3,1,,True,False,1,0
65,2500.0,750.0,2,0,1,Propia,Consumo,10000.0,True,True,332701101,3327011,REVISION_MANUAL,67,0.3,MODERADO,R001|R004|R005|R012,4,1,,True,False,1,0
74,7000.0,2100.0,2,0,2,Propia,Consumo,10000.0,True,True,334105105,3341051,REVISION_MANUAL,68,0.3,MODERADO,R001|R004|R005|R012,4,1,,True,False,1,0
40,200.0,60.0,2,1,2,Familiar,Consumo,3600.0,False,True,335103101,3351031,RECHAZADO,59,0.3,MODERADO,R001,1,0,,True,False,1,0
50,400.0,120.0,2,1,2,Propia,Consumo,7200.0,False,True,335719102,3357191,REVISION_MANUAL,74,0.3,MODERADO,R001|R005,2,0,,True,False,1,0
55,1500.0,450.0,2,0,1,Familiar,Negocio,12000.0,True,True,336212102,3362121,RECHAZADO,55,0.3,MODERADO,R001|R004|R006,3,0,,True,False,1,0
32,2000.0,600.0,2,1,1,Familiar,Consumo,10000.0,False,True,337002101,3370021,REVISION_MANUAL,61,0.3,MODERADO,R001,1,0,,True,False,1,0
30,4000.0,1200.0,2,1,1,Familiar,Consumo,10000.0,False,True,337804102,3378041,REVISION_MANUAL,73,0.3,MODERADO,R001|R012,2,1,,True,False,1,0
42,8000.0,2400.0,2,1,2,Familiar,Consumo,10000.0,False,True,338105102,3381051,REVISION_MANUAL,74,0.3,MODERADO,R001|R012,2,1,,True,False,1,0
45,2000.0,600.0,2,0,0,Familiar,Consumo,10000.0,True,True,339001104,3390011,RECHAZADO,45,0.3,MODERADO,R001|R004,2,0,,True,False,1,0
57,4000.0,1200.0,2,0,1,Familiar,Consumo,10000.0,True,True,339302102,3393021,RECHAZADO,53,0.3,MODERADO,R001|R004|R012,3,1,,True,False,1,0
23,7000.0,2100.0,2,1,2,Familiar,Consumo,10000.0,True,True,340605103,3406051,REVISION_MANUAL,71,0.3,MODERADO,R001|R012,2,1,,True,False,1,0
57,2500.0,750.0,2,0,0,Familiar,Consumo,10000.0,True,True,342001102,3420011,RECHAZADO,53,0.3,MODERADO,R001|R004|R012,3,1,,True,False,1,0
42,1500.0,450.0,2,0,2,Familiar,Consumo,10000.0,True,True,342308102,3423081,RECHAZADO,42,0.3,MODERADO,R001|R004,2,0,,True,False,1,0
59,2500.0,750.0,2,0,0,Familiar,Consumo,10000.0,True,True,343004102,3430041,RECHAZADO,53,0.3,MODERADO,R001|R004|R012,3,1,,True,False,1,0
37,7000.0,2100.0,2,0,1,Familiar,Consumo,10000.0,True,True,343703102,3437031,RECHAZADO,57,0.3,MODERADO,R001|R004|R012,3,1,,True,False,1,0
85,14000.0,4200.0,2,0,1,Propia,Consumo,10000.0,True,True,344304101,3443041,REVISION_MANUAL,74,0.3,MODERADO,R001|R004|R005|R012,4,1,,True,False,1,0
34,2500.0,750.0,2,0,3,Familiar,Consumo,10000.0,True,True,344902102,3449021,RECHAZADO,51,0.3,MODERADO,R001|R004|R012,3,1,,True,False,1,0
26,1000.0,300.0,2,1,2,Familiar,Consumo,10000.0,False,True,345903102,3459031,RECHAZADO,59,0.3,MODERADO,R001,1,0,,True,False,1,0
78,1500.0,450.0,2,0,0,Familiar,Consumo,10000.0,True,True,346005102,3460051,RECHAZADO,43,0.3,MODERADO,R001|R004,2,0,,True,False,1,0
67,7000.0,2100.0,2,0,0,Propia,Consumo,10000.0,True,True,346604102,3466041,REVISION_MANUAL,71,0.3,MODERADO,R001|R004|R005|R012,4,1,,True,False,1,0
24,17000.0,5100.0,2,2,4,Familiar,Consumo,10000.0,False,True,346704104,3467041,REVISION_MANUAL,75,0.3,MODERADO,R001|R010|R012,3,1,,True,False,1,0
67,500.0,150.0,2,1,0,Familiar,Consumo,9000.0,False,True,349006102,3490061,REVISION_MANUAL,60,0.3,MODERADO,R001,1,0,,True,False,1,0
72,2000.0,600.0,2,0,0,Familiar,Consumo,10000.0,True,True,349104102,3491041,RECHAZADO,43,0.3,MODERADO,R001|R004,2,0,,True,False,1,0
21,2500.0,750.0,2,0,1,Propia,Consumo,10000.0,True,True,352205102,3522051,REVISION_MANUAL,67,0.3,MODERADO,R001|R004|R005|R012,4,1,,True,False,1,0
51,2000.0,600.0,2,1,1,Propia,Consumo,10000.0,True,True,353006101,3530061,REVISION_MANUAL,76,0.3,MODERADO,R001|R005,2,0,,True,False,1,0
23,1800.0,540.0,2,2,0,Familiar,Consumo,10000.0,False,True,353103101,3531031,REVISION_MANUAL,71,0.3,MODERADO,R001,1,0,,True,False,1,0
65,1500.0,450.0,2,1,4,Propia,Consumo,10000.0,True,True,353709101,3537091,REVISION_MANUAL,60,0.3,MODERADO,R001|R005|R010,3,0,,True,False,1,0
23,1500.0,450.0,2,4,5,Familiar,Consumo,10000.0,False,True,354705104,3547051,RECHAZADO,55,0.3,MODERADO,R001|R010,2,0,,True,False,1,0
61,500.0,150.0,2,1,3,Propia,Consumo,9000.0,False,True,354804102,3548041,REVISION_MANUAL,70,0.3,MODERADO,R001|R005,2,0,,True,False,1,0
60,1500.0,450.0,2,0,0,Familiar,Consumo,10000.0,True,True,355715101,3557151,RECHAZADO,43,0.3,MODERADO,R001|R004,2,0,,True,False,1,0
20,1500.0,450.0,2,2,2,Familiar,Consumo,10000.0,False,True,357505104,3575051,RECHAZADO,56,0.3,MODERADO,R001|R009,2,0,,True,False,1,0
51,1200.0,360.0,2,1,0,Propia,Consumo,10000.0,False,True,358409101,3584091,REVISION_MANUAL,77,0.3,MODERADO,R001|R005,2,0,,True,False,1,0
64,2500.0,750.0,2,0,0,Familiar,Consumo,10000.0,True,True,358703102,3587031,RECHAZADO,53,0.3,MODERADO,R001|R004|R012,3,1,,True,False,1,0
62,2000.0,600.0,2,0,0,Propia,Consumo,10000.0,True,True,359404101,3594041,RECHAZADO,58,0.3,MODERADO,R001|R004|R005,3,0,,True,False,1,0
20,2000.0,600.0,2,1,1,Familiar,Consumo,10000.0,False,True,360408103,3604081,RECHAZADO,47,0.3,MODERADO,R001|R009,2,0,,True,False,1,0
64,2000.0,600.0,2,0,0,Propia,Consumo,10000.0,True,True,360902101,3609021,RECHAZADO,58,0.3,MODERADO,R001|R004|R005,3,0,,True,False,1,0
23,1500.0,450.0,2,2,3,Familiar,Consumo,10000.0,False,True,361102102,3611021,REVISION_MANUAL,66,0.3,MODERADO,R001,1,0,,True,False,1,0
19,7000.0,2100.0,2,0,3,Familiar,Consumo,10000.0,True,True,361205104,3612051,RECHAZADO,40,0.3,MODERADO,R001|R004|R009|R012,4,1,,True,False,1,0
62,1500.0,450.0,2,0,0,Familiar,Consumo,10000.0,True,True,361519102,3615191,RECHAZADO,43,0.3,MODERADO,R001|R004,2,0,,True,False,1,0
63,2000.0,600.0,2,0,0,Propia,Consumo,10000.0,True,True,362304101,3623041,RECHAZADO,58,0.3,MODERADO,R001|R004|R005,3,0,,True,False,1,0
27,1300.0,390.0,2,1,0,Familiar,Consumo,10000.0,False,True,362512101,3625121,REVISION_MANUAL,62,0.3,MODERADO,R001,1,0,,True,False,1,0
40,3000.0,900.0,2,4,3,Familiar,Consumo,10000.0,False,True,363105101,3631051,REVISION_MANUAL,79,0.3,MODERADO,R001|R012,2,1,,True,False,1,0
31,400.0,120.0,2,1,2,Familiar,Negocio,7200.0,False,True,363703102,3637031,REVISION_MANUAL,71,0.3,MODERADO,R001|R006,2,0,,True,False,1,0
66,2500.0,750.0,2,1,0,Familiar,Consumo,10000.0,False,True,364004101,3640041,REVISION_MANUAL,71,0.3,MODERADO,R001|R012,2,1,,True,False,1,0
35,1800.0,540.0,2,4,4,Familiar,Consumo,10000.0,False,True,364220101,3642201,RECHAZADO,57,0.3,MODERADO,R001|R010,2,0,,True,False,1,0
20,2500.0,750.0,2,0,1,Familiar,Consumo,10000.0,True,True,364307103,3643071,RECHAZADO,40,0.3,MODERADO,R001|R004|R009|R012,4,1,,True,False,1,0
44,1800.0,540.0,2,4,1,Familiar,Consumo,10000.0,False,True,365105102,3651051,REVISION_MANUAL,71,0.3,MODERADO,R001,1,0,,True,False,1,0
60,2000.0,600.0,2,1,2,Propia,Consumo,10000.0,False,True,366702102,3667021,REVISION_MANUAL,73,0.3,MODERADO,R001|R005,2,0,,True,False,1,0
42,6000.0,1800.0,2,4,4,Familiar,Consumo,10000.0,False,True,367706101,3677061,REVISION_MANUAL,70,0.3,MODERADO,R001|R010|R012,3,1,,True,False,1,0
52,1500.0,450.0,2,0,1,Propia,Negocio,12000.0,True,True,367920104,3679201,REVISION_MANUAL,70,0.3,MODERADO,R001|R004|R005|R006,4,0,,True,False,1,0
75,7000.0,2100.0,2,0,0,Familiar,Consumo,10000.0,True,True,368505102,3685051,RECHAZADO,56,0.3,MODERADO,R001|R004|R012,3,1,,True,False,1,0
21,7000.0,2100.0,2,0,0,Familiar,Consumo,10000.0,True,True,368909102,3689091,RECHAZADO,56,0.3,MODERADO,R001|R004|R012,3,1,,True,False,1,0
19,2000.0,600.0,2,4,2,Familiar,Consumo,10000.0,False,True,369705102,3697051,RECHAZADO,56,0.3,MODERADO,R001|R009,2,0,,True,False,1,0
28,500.0,150.0,2,1,2,Familiar,Consumo,9000.0,False,True,370516102,3705161,RECHAZADO,59,0.3,MODERADO,R001,1,0,,True,False,1,0
67,1500.0,450.0,2,1,0,Familiar,Consumo,10000.0,False,True,371003102,3710031,REVISION_MANUAL,61,0.3,MODERADO,R001,1,0,,True,False,1,0
27,7000.0,2100.0,2,1,2,Familiar,Consumo,10000.0,False,True,371102102,3711021,REVISION_MANUAL,73,0.3,MODERADO,R001|R012,2,1,,True,False,1,0
67,2500.0,750.0,2,0,0,Propia,Consumo,10000.0,True,True,372005101,3720051,REVISION_MANUAL,68,0.3,MODERADO,R001|R004|R005|R012,4,1,,True,False,1,0
41,1500.0,450.0,2,0,2,Familiar,Consumo,10000.0,True,True,372414102,3724141,RECHAZADO,42,0.3,MODERADO,R001|R004,2,0,,True,False,1,0
67,14000.0,4200.0,2,0,0,Propia,Consumo,10000.0,True,True,375502101,3755021,REVISION_MANUAL,76,0.3,MODERADO,R001|R004|R005|R012,4,1,,True,False,1,0
21,1200.0,360.0,2,2,2,Familiar,Consumo,10000.0,False,True,376703104,3767031,REVISION_MANUAL,67,0.3,MODERADO,R001,1,0,,True,False,1,0
46,1200.0,360.0,2,1,2,Propia,Consumo,10000.0,False,True,377019102,3770191,REVISION_MANUAL,74,0.3,MODERADO,R001|R005,2,0,,True,False,1,0
19,2000.0,600.0,2,2,3,Familiar,Negocio,12000.0,False,True,377304102,3773041,REVISION_MANUAL,68,0.3,MODERADO,R001|R006|R009,3,0,,True,False,1,0
60,7000.0,2100.0,2,0,0,Propia,Consumo,10000.0,True,True,379008101,3790081,REVISION_MANUAL,71,0.3,MODERADO,R001|R004|R005|R012,4,1,,True,False,1,0
72,7000.0,2100.0,2,0,1,Propia,Consumo,10000.0,True,True,380002101,3800021,REVISION_MANUAL,70,0.3,MODERADO,R001|R004|R005|R012,4,1,,True,False,1,0
65,7000.0,2100.0,2,0,1,Propia,Consumo,10000.0,True,True,380605102,3806051,REVISION_MANUAL,70,0.3,MODERADO,R001|R004|R005|R012,4,1,,True,False,1,0
82,1500.0,450.0,2,0,2,Propia,Negocio,12000.0,True,True,381405101,3814051,REVISION_MANUAL,69,0.3,MODERADO,R001|R004|R005|R006,4,0,,True,False,1,0
66,2500.0,750.0,2,0,0,Familiar,Consumo,10000.0,True,True,381803101,3818031,RECHAZADO,53,0.3,MODERADO,R001|R004|R012,3,1,,True,False,1,0
51,4000.0,1200.0,2,0,1,Familiar,Consumo,10000.0,True,True,382102101,3821021,RECHAZADO,55,0.3,MODERADO,R001|R004|R012,3,1,,True,False,1,0
21,7000.0,2100.0,2,0,3,Familiar,Consumo,10000.0,True,True,382405103,3824051,RECHAZADO,52,0.3,MODERADO,R001|R004|R012,3,1,,True,False,1,0
33,2500.0,750.0,2,2,5,Familiar,Consumo,10000.0,False,True,382603108,3826031,REVISION_MANUAL,67,0.3,MODERADO,R001|R010|R012,3,1,,True,False,1,0
36,2300.0,690.0,2,4,2,Familiar,Consumo,10000.0,False,True,382804102,3828041,REVISION_MANUAL,70,0.3,MODERADO,R001,1,0,,True,False,1,0
45,2100.0,630.0,2,4,0,Familiar,Consumo,10000.0,False,True,383805101,3838051,REVISION_MANUAL,73,0.3,MODERADO,R001,1,0,,True,False,1,0
28,1700.0,510.0,2,4,2,Familiar,Consumo,10000.0,False,True,389205103,3892051,REVISION_MANUAL,70,0.3,MODERADO,R001,1,0,,True,False,1,0
64,2000.0,600.0,2,1,1,Propia,Consumo,10000.0,True,True,390004101,3900041,REVISION_MANUAL,74,0.3,MODERADO,R001|R005,2,0,,True,False,1,0
67,14000.0,4200.0,2,0,1,Familiar,Consumo,10000.0,True,True,390604101,3906041,RECHAZADO,59,0.3,MODERADO,R001|R004|R012,3,1,,True,False,1,0
